name,postcode,property_type,bedrooms,bathrooms,parking,schools,cost_text,train_station(m),CBD(m),population2022,population2023,population2024,population2025,income2022,income2023,income2024,income2025
11 Carfin Circuit Thornhill Park VIC 3335,3335,House,4,2,2,4.7,$410,5504.4,44874.3,25168.0,27775.0,30981.0,34979.0,134418,141788,149641,158013
80 Oakden Cres St Albans VIC 3021,3021,Townhouse,4,2,1,0.7,$450.00,912.1,28138.7,45495.0,44112.0,42773.0,41476.0,160789,167220,173917,180890
3 Cowan Parkway Point Cook VIC 3030,3030,House,4,2,2,0.6,$650 Per Week,5531.0,27231.3,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
53 Keira Circuit Werribee VIC 3030,3030,House,4,2,2,0.7,$400 Per Week,3739.2,42160.0,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
26 Pechora Street Truganina VIC 3029,3029,House,4,2,0,4.5,$450,9331.9,35239.9,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
7 Perrin Circuit Tarneit VIC 3029,3029,House,4,2,2,2.1,$385.00 per week,3051.3,27835.6,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
32 Gascoyne Way Truganina VIC 3029,3029,House,4,2,2,0.8,$420.00 per week,3744.7,24761.7,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
46 Rembrandt Drive Wheelers Hill VIC 3150,3150,House,4,2,3,0.5,$550,5346.1,28043.7,41102.0,39982.0,38898.0,37848.0,115823,119374,123056,126874
24 Blaxland Drive Dandenong North VIC 3175,3175,House,4,1,2,0.9,$460 pw,6004.4,28942.8,80706.0,78906.0,77174.0,75506.0,154868,159292,163846,168535
11 Gallant Road St Leonards VIC 3223,3223,House,4,2,4,0.9,$500.00,80863.8,112648.9,9568.0,10127.0,10719.0,11345.0,56316,59672,63228,66996
436 Morris Road Tarneit VIC 3029,3029,House,4,2,2,1.2,$480 Per week pw,2718.0,26180.8,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
53 Encore Blvd Cranbourne South VIC 3977,3977,House,4,2,3,1.5,$600,7491.4,51602.5,151306.0,158304.0,165983.0,174412.0,430078,446475,463552,481340
15 Gilbee Road Truganina VIC 3029,3029,House,4,2,2,2.4,$450,3648.8,26970.6,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
39 Bellerive Crescent Strathtulloh VIC 3338,3338,House,4,2,2,2.6,$400 Per Week,1795.3,44676.6,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444
10 Carisbrook Crescent Lower Plenty VIC 3093,3093,House,4,1,3,0.5,$480.00,2049.9,20708.6,1460.0,1442.0,1423.0,1405.0,68107,70215,72388,74628
31 Foster Ave Glen Huntly VIC 3163,3163,House,4,1,2,0.6,$860 weekly,1067.8,14623.1,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
39 Skypac Drive Truganina VIC 3029,3029,House,4,2,2,3.8,$450 per week,3526.4,24619.7,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
23 Hamer Street Moorabbin VIC 3189,3189,House,4,2,2,0.5,$725.00,1486.4,21374.2,7167.0,7032.0,6900.0,6771.0,69218,72733,76426,80307
1 Hilsea Court Mount Waverley VIC 3149,3149,House,4,1,2,1.1,$460 per week,2088.1,18482.6,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739
373 Ballarat Road Sunshine VIC 3020,3020,House,4,2,2,0.2,$350 Per Week,2414.7,13085.3,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885
25 Heywood Street Doreen VIC 3754,3754,House,4,2,2,0.3,$430 weekly,2287.9,32940.9,30585.0,31049.0,31523.0,32009.0,129749,136345,143291,150606
2 Saronvale Crescent Hillside VIC 3037,3037,House,4,2,2,1.0,$650 per week,2680.7,27077.6,58516.0,57620.0,56783.0,56003.0,302740,312793,323190,333945
3 Dequin Court Werribee VIC 3030,3030,House,4,3,2,0.9,$600.00,3155.7,34656.0,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
8 Berrima Close Craigieburn VIC 3064,3064,House,4,2,2,0.6,$460,3217.7,32978.3,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708
18 Forster Street Ivanhoe VIC 3079,3079,House,4,2,2,1.2,$700.00,1260.9,13523.3,16364.0,16050.0,15742.0,15441.0,144358,149592,155016,160637
564B Inkerman Road Caulfield North VIC 3161,3161,House,4,3,2,0.9,"$1,375 per week",2086.9,9068.2,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780
19 Denton Avenue St Albans VIC 3021,3021,House,4,2,4,0.9,Leased by Andrew (Thien) Truong,1486.1,27289.4,45495.0,44112.0,42773.0,41476.0,160789,167220,173917,180890
123 Chapel Street St Kilda VIC 3182,3182,House,4,1,0,0.4,$550 Per Week,543.6,7479.8,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
1 Currumbin Link Craigieburn VIC 3064,3064,House,4,2,2,0.8,$480,3153.8,38101.7,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708
40 Swanburra Drive Charlemont VIC 3217,3217,House,4,2,2,2.1,$475 per week,2792.0,89510.4,75097.0,78164.0,81416.0,84863.0,292870,307583,323184,339736
39A Wattle Grove Mulgrave VIC 3170,3170,Townhouse,4,3,2,1.1,$630.00,2527.9,26760.8,20229.0,19770.0,19321.0,18882.0,56956,58003,59069,60155
30 Minnimurra Road Rye VIC 3941,3941,House,4,2,2,1.2,$660,36470.4,98748.4,7890.0,7980.0,8072.0,8164.0,44616,45495,46391,47305
103 Parer Street Burwood VIC 3125,3125,House,4,2,2,0.6,$520 per week,3509.2,15020.7,22482.0,21795.0,21129.0,20484.0,102314,103847,105411,107006
9 Ionian Way Point Cook VIC 3030,3030,House,4,2,2,0.7,$480 per week,5367.6,27657.5,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
2a Leonard Street Hampton East VIC 3188,3188,House,4,2,2,0.9,$1000 pw,1351.0,18979.9,18729.0,18322.0,17925.0,17535.0,69155,71195,73295,75457
25B Grovelands Road Mulgrave VIC 3170,3170,House,4,3,2,1.0,$750.00,4553.4,28937.5,20229.0,19770.0,19321.0,18882.0,56956,58003,59069,60155
12 Topaz Grove South Morang VIC 3752,3752,House,4,2,2,0.9,Under Application - $550 Per Week,3031.9,27361.2,12027.0,11689.0,11360.0,11041.0,63068,65575,68182,70893
28 Virginia Street Mount Waverley VIC 3149,3149,House,4,1,2,0.3,$750.00,986.8,20023.8,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739
2/1 Howden Street Oakleigh East VIC 3166,3166,Townhouse,4,2,1,0.6,$600.00 per week,2281.7,18797.9,26711.0,26267.0,25833.0,25407.0,120758,124077,127489,130996
11 Turnstone Street Doreen VIC 3754,3754,House,4,2,2,1.3,$550,1426.0,32079.0,30585.0,31049.0,31523.0,32009.0,129749,136345,143291,150606
9 Alberta Street West Footscray VIC 3012,3012,House,4,1,3,0.8,$420 Per Week,483.9,10028.6,41123.0,40240.0,39379.0,38541.0,248981,258941,269322,280142
21 Bartek Street Tarneit VIC 3029,3029,House,4,2,2,1.8,$460.00,7614.0,34876.1,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
38 Swanston Street Clyde VIC 3978,3978,House,4,2,2,3.3,$550 p.w.,7121.5,55762.8,34386.0,37544.0,41005.0,44802.0,191734,201926,212797,224400
64 Tristania Drive Point Cook VIC 3030,3030,House,4,2,2,1.0,$475 per week,5056.9,28442.6,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
2 The Breezewater Point Cook VIC 3030,3030,House,4,2,2,2.5,$590 Per Week,6221.2,29606.8,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
124 Punt Road Windsor VIC 3181,3181,House,4,2,2,0.6,$795.00,993.8,5634.7,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504
1 Beluga Street Waterways VIC 3195,3195,House,4,2,2,2.0,$680 a week,4924.5,42199.0,40432.0,40009.0,39594.0,39186.0,308981,338274,372218,411723
11 Outrigger Court Point Cook VIC 3030,3030,House,4,2,2,1.2,$500 Per Week,6166.5,29552.1,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
4 Mailrun Court Hoppers Crossing VIC 3029,3029,House,4,2,1,0.6,$440,3905.0,31117.2,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
58 Esplanade Brighton VIC 3186,3186,House,4,2,4,0.8,"$1,400.00",365.6,13830.2,23358.0,22572.0,21812.0,21078.0,69402,71772,74223,76758
53 Nicholson Street Abbotsford VIC 3067,3067,House,4,2,1,0.3,$775 per week,624.7,3638.2,9872.0,9647.0,9427.0,9212.0,70584,72934,75362,77871
8 Grenache Court Sunbury VIC 3429,3429,House,4,2,2,1.7,$580.00,5864.2,39222.9,39033.0,39423.0,39819.0,40222.0,132902,138467,144266,150309
79 Gateshead Street Craigieburn VIC 3064,3064,House,4,2,1,0.6,$430,6421.9,42097.7,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708
7 Balmoral Court Glen Waverley VIC 3150,3150,House,4,1,2,1.1,$530,3366.3,22239.4,41102.0,39982.0,38898.0,37848.0,115823,119374,123056,126874
39 Kane Drive St Leonards VIC 3223,3223,House,4,3,2,1.5,$550.00,66256.2,110964.2,9568.0,10127.0,10719.0,11345.0,56316,59672,63228,66996
8 Saxbee Way Leopold VIC 3224,3224,House,4,2,2,0.7,$440 per week,11238.9,89129.0,18701.0,18681.0,18661.0,18642.0,115095,119913,124947,130207
21 Canunda Way Tarneit VIC 3029,3029,House,4,2,2,1.1,$400,4933.1,30699.8,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
163 Community Hub Hillside VIC 3037,3037,House,4,2,2,0.3,$450 pw,3149.3,28166.7,58516.0,57620.0,56783.0,56003.0,302740,312793,323190,333945
45 Thomas Street Clifton Springs VIC 3222,3222,House,4,2,2,0.5,$520,20914.0,98804.1,25574.0,26561.0,27588.0,28655.0,188413,200009,212419,225704
4 Nightingale Street Balaclava VIC 3183,3183,House,4,3,1,0.3,"$1,050.00",360.8,7928.7,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
188 Truemans Road Tootgarook VIC 3941,3941,House,4,2,0,1.7,$550 Per Week,35432.8,98606.7,7890.0,7980.0,8072.0,8164.0,44616,45495,46391,47305
33 Loch Street Coburg VIC 3058,3058,House,4,1,2,0.8,$710 Per Week,944.5,7941.5,37334.0,36772.0,36219.0,35674.0,132414,138563,144998,151732
35 Miles Franklin Blvd Point Cook VIC 3030,3030,House,4,2,2,0.3,$520 Per Week Only,4633.2,26333.5,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
2/33 Hourigan Avenue Clayton VIC 3168,3168,Townhouse,4,2,2,0.5,$600 p.w.,1245.5,23132.0,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667
39 Lonsdale Circuit Hoppers Crossing VIC 3029,3029,House,4,3,2,0.8,$550per week,1099.4,28289.0,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
1-2/102 Murray Road Preston VIC 3072,3072,House,4,2,2,0.5,$650.00,1804.7,11363.9,36088.0,35511.0,34945.0,34389.0,130429,136500,142854,149505
2 Vivian Court Oakleigh South VIC 3167,3167,House,4,2,2,1.0,"$550 Per Week Until 31 Jan 2023, After $600 per week",1199.8,22268.9,5220.0,5163.0,5106.0,5049.0,57807,59201,60629,62091
44 Dwyer Street Kalkallo VIC 3064,3064,House,4,2,4,1.0,$450,1960.5,37562.0,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708
2/12-14 Silverdale Road Eaglemont VIC 3084,3084,House,4,3,2,0.9,$745.00,855.5,13812.4,28735.0,28149.0,27576.0,27017.0,224487,235267,246622,258586
501/110 Brougham Street Geelong VIC 3220,3220,Apartment / Unit / Flat,4,2,2,1.0,$850.00,1506.2,78427.1,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938
8 Renfrey Place Craigieburn VIC 3064,3064,House,4,2,2,0.4,$500,2689.8,33003.8,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708
1 Beckwith Avenue Alphington VIC 3078,3078,House,4,3,1,0.4,$1000,1361.8,9390.6,9772.0,9557.0,9346.0,9140.0,66254,67721,69220,70752
35 Drummond Street Carlton VIC 3053,3053,Apartment / Unit / Flat,4,1,4,0.5,"$1,100.00",1302.0,1534.5,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118
9 Buchanan Road Berwick VIC 3806,3806,House,4,2,2,0.8,$580 per week,2254.0,46818.9,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664
54 Fantail Crescent Williams Landing VIC 3027,3027,House,4,2,2,1.2,$495,3298.0,24508.5,21998.0,22437.0,22889.0,23352.0,113450,115295,117172,119081
26 Chancellor Drive Wheelers Hill VIC 3150,3150,House,4,2,1,0.2,$580 p.w.,6054.0,26667.7,41102.0,39982.0,38898.0,37848.0,115823,119374,123056,126874
3 Galveston Avenue Fraser Rise VIC 3336,3336,House,4,2,0,0.6,$480,7002.0,36336.2,4415.0,5931.0,7968.0,10704.0,72222,77809,83828,90313
12 Olivia Way Hastings VIC 3915,3915,House,4,2,0,0.2,$550 Per Week,1494.0,75550.0,12916.0,12898.0,12879.0,12861.0,101996,104904,107921,111052
8 Cutter Lane Sanctuary Lakes VIC 3030,3030,House,4,2,2,0.6,$440 per week,5474.8,28860.4,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
105 Field Street Clifton Hill VIC 3068,3068,House,4,2,1,0.5,$950.00,814.3,6224.8,23072.0,22374.0,21701.0,21052.0,161653,170026,178844,188130
15 Pinecone Court Werribee VIC 3030,3030,House,4,2,2,0.5,$450 per week pw,3748.5,32330.8,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
1 Juncus Street Narre Warren VIC 3805,3805,House,4,3,2,1.5,$520,1810.8,44470.7,28242.0,27981.0,27725.0,27474.0,115082,118900,122847,126927
9 Tooronga Drive Mickleham VIC 3064,3064,House,4,2,2,5.8,$470 per week,6243.3,42927.8,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708
9 Clayton Road Craigieburn VIC 3064,3064,House,4,2,1,0.6,$470,5161.4,39025.7,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708
37 Yosemite Street Truganina VIC 3029,3029,House,4,2,2,4.0,$430,8150.6,34058.6,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
38 Aphrodite Drive Truganina VIC 3029,3029,House,4,2,2,0.6,$470,3324.0,24128.2,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
109 Restful Way Rockbank VIC 3335,3335,House,4,2,2,0.9,$500 per week,6761.7,39823.7,25168.0,27775.0,30981.0,34979.0,134418,141788,149641,158013
55 Bates Road Little River VIC 3211,3211,House,4,2,4,2.3,$750per week,5091.5,50868.2,773.0,787.0,800.0,814.0,66236,68937,71748,74674
23 Pechora Street Truganina VIC 3029,3029,House,4,2,2,4.5,$440 per week,9331.9,35239.9,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
9 Houston Drive Thornhill Park VIC 3335,3335,House,4,2,2,5.9,$420 per week,6975.3,46345.2,25168.0,27775.0,30981.0,34979.0,134418,141788,149641,158013
10 Haydn Street Lara VIC 3212,3212,House,4,2,8,0.8,$480,2207.3,60890.4,20108.0,20454.0,20806.0,21164.0,66236,68937,71748,74674
19 Selbourne Street Strathtulloh VIC 3338,3338,House,4,2,2,4.2,$420 per week,5737.6,44128.1,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444
15 Harrison Drive Noble Park VIC 3174,3174,Townhouse,4,2,2,0.8,$525 pw,117.1,34359.6,31243.0,30047.0,28899.0,27798.0,96270,98881,101565,104325
802/181 Fitzroy St St Kilda VIC 3182,3182,Apartment / Unit / Flat,4,2,2,0.3,"$1,975",1836.7,6102.8,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
24 Kingsfield Crescent Lynbrook VIC 3975,3975,House,4,2,2,1.1,$500,4154.4,44179.2,18204.0,18337.0,18471.0,18606.0,58421,59419,60434,61466
40 Lennon Boulevard Point Cook VIC 3030,3030,House,4,2,2,0.7,$440.00 per week,3719.0,26008.8,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
4 Woodward Street Springvale VIC 3171,3171,House,4,2,6,0.4,$700 Per Week,1361.6,35947.0,21806.0,20844.0,19925.0,19046.0,39932,40427,40928,41435
8 Rothesay Avenue Clyde VIC 3978,3978,House,4,2,1,2.8,$500 pw,6263.6,54904.8,34386.0,37544.0,41005.0,44802.0,191734,201926,212797,224400
5 Kakadu View South Morang VIC 3752,3752,House,4,2,2,1.0,$470,2134.3,27736.5,12027.0,11689.0,11360.0,11041.0,63068,65575,68182,70893
49 Ionica Loop Truganina VIC 3029,3029,House,4,2,2,3.0,$440 per week,5351.8,23223.6,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
10 Corsica Avenue South Morang VIC 3752,3752,House,4,2,2,0.3,$440 per week,1229.3,28966.0,12027.0,11689.0,11360.0,11041.0,63068,65575,68182,70893
45 Cedar Drive Maribyrnong VIC 3032,3032,House,4,2,2,1.3,$895.00,4324.0,11038.9,35686.0,34957.0,34252.0,33571.0,199379,207294,215524,224082
5 Tristram Ct Court Glen Waverley VIC 3150,3150,House,4,2,2,0.5,$690 per week,3294.8,23131.0,41102.0,39982.0,38898.0,37848.0,115823,119374,123056,126874
39 Cecil Street Yarraville VIC 3013,3013,House,4,2,0,0.4,$700pw,1420.6,8675.0,16492.0,16334.0,16177.0,16022.0,82369,85980,89749,93683
9 Adventure Way Point Cook VIC 3030,3030,House,4,2,2,0.3,$500,6190.5,28480.4,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
16 Manna Way Point Cook VIC 3030,3030,House,4,2,2,0.7,$560 Per Week,6806.4,29362.2,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
38 Cassinia Circuit Tarneit VIC 3029,3029,House,4,2,2,3.2,$440 pw,6624.1,32390.8,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
2/1 Colvin Ct Glen Waverley VIC 3150,3150,Townhouse,4,3,2,0.9,$750 per week,3294.8,23389.4,41102.0,39982.0,38898.0,37848.0,115823,119374,123056,126874
9 Badger Grove Tarneit VIC 3029,3029,House,4,2,2,3.0,$440 Per Week,6075.9,31842.5,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
24 Bradman Drive Tarneit VIC 3029,3029,House,4,2,2,1.3,$420 per week,5199.0,32876.5,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
5 Mackie Grove Brighton East VIC 3187,3187,House,4,2,3,0.6,$800.00,2067.3,15045.4,20864.0,20462.0,20067.0,19680.0,133966,138676,143557,148615
14 Durrant Street Brighton VIC 3186,3186,Townhouse,4,3,3,0.4,"$1,295.00",524.0,12567.4,23358.0,22572.0,21812.0,21078.0,69402,71772,74223,76758
32 Marlowe Grange Mernda VIC 3754,3754,House,4,2,2,0.5,$450 Per Week,2742.5,31369.4,30585.0,31049.0,31523.0,32009.0,129749,136345,143291,150606
54 Grices Rd Berwick VIC 3806,3806,House,4,2,2,1.0,$580 weekly,5790.1,50986.4,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664
24 Cannes Avenue Bonbeach VIC 3196,3196,House,4,1,4,0.4,$580 pw,598.0,50098.6,25945.0,25853.0,25763.0,25675.0,199298,205472,211844,218420
11 Merton Place Mill Park VIC 3082,3082,House,4,2,2,1.2,$600,2419.1,24234.6,17550.0,17049.0,16562.0,16089.0,59853,61995,64214,66512
5 Blueberry Cl Cranbourne North VIC 3977,3977,House,4,2,2,0.6,$440 weekly,2045.7,49463.9,151306.0,158304.0,165983.0,174412.0,430078,446475,463552,481340
149 Billy Buttons Drive Narre Warren VIC 3805,3805,Townhouse,4,3,2,1.5,$500/PW,1686.3,44346.2,28242.0,27981.0,27725.0,27474.0,115082,118900,122847,126927
17 McLachlan Drive Williams Landing VIC 3027,3027,House,4,2,2,1.7,Contact Agent,2396.7,24335.8,21998.0,22437.0,22889.0,23352.0,113450,115295,117172,119081
12 Horsley Street Thornhill Park VIC 3335,3335,House,4,2,2,5.0,$440.00 Per Week,4971.6,44341.5,25168.0,27775.0,30981.0,34979.0,134418,141788,149641,158013
7 Spraypoint Drive Point Cook VIC 3030,3030,House,4,2,2,1.4,$600,6745.0,30130.7,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
586 Upper Heidelberg Road Heidelberg VIC 3084,3084,House,4,2,0,1.1,$595 per week,1256.5,15033.8,28735.0,28149.0,27576.0,27017.0,224487,235267,246622,258586
87 Mary Avenue Wheelers Hill VIC 3150,3150,House,4,2,2,0.1,$620 p.w.,5667.6,27082.9,41102.0,39982.0,38898.0,37848.0,115823,119374,123056,126874
120 Avebury Drive Berwick VIC 3806,3806,House,4,2,2,0.8,$470 p.w.,3618.2,45043.7,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664
30 Marshall Avenue Clayton VIC 3168,3168,House,4,2,1,0.5,$530,2364.5,21827.5,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667
54 Albert Drive Melton South VIC 3338,3338,House,4,2,2,1.0,$400,1930.8,47305.7,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444
18 Perceval Place Mambourin VIC 3024,3024,House,4,2,2,1.3,$380,3541.6,44057.9,52223.0,58408.0,65763.0,74600.0,250456,260727,271562,282999
Point Cook VIC 3030,3030,House,4,2,2,0.9,$525 per week,3933.8,27319.4,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
7 Warren Court Mount Waverley VIC 3149,3149,House,4,2,0,0.7,$700,2096.1,21476.4,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739
18 Cooloongup Crescent Melton West VIC 3337,3337,House,4,2,4,1.0,$430 pw,7067.2,48337.6,41376.0,41070.0,40771.0,40479.0,114393,117973,121667,125479
41 Bay Street Brighton VIC 3186,3186,House,4,2,2,1.4,"$1,490.00",1205.2,11894.8,23358.0,22572.0,21812.0,21078.0,69402,71772,74223,76758
54 Laurimar Boulevard Doreen VIC 3754,3754,House,4,2,2,0.5,$450,4322.9,34722.6,30585.0,31049.0,31523.0,32009.0,129749,136345,143291,150606
14 Bliss Street Point Cook VIC 3030,3030,House,4,2,2,0.6,$395,5497.1,28466.6,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
29 Wellington St Geelong West VIC 3218,3218,House,4,2,1,0.3,$675 weekly,1202.0,76646.7,19644.0,19858.0,20074.0,20294.0,132079,138025,144254,150781
13 Corella Road Armstrong Creek VIC 3217,3217,House,4,2,2,1.5,$450.00 per week,6731.8,94208.9,75097.0,78164.0,81416.0,84863.0,292870,307583,323184,339736
2B Jordan Street Ashwood VIC 3147,3147,Townhouse,4,3,1,0.4,$900 per week,1609.1,16138.7,12138.0,11788.0,11449.0,11120.0,123405,125497,127635,129820
5 Socorro Way Truganina VIC 3029,3029,House,4,2,2,2.4,$480,5185.8,34951.8,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
56 Capricorn Road Truganina VIC 3029,3029,House,4,2,2,4.0,$430,3336.2,24206.8,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
14A Geel Street Bentleigh VIC 3204,3204,Townhouse,4,2,2,0.9,"$1,450.00",1027.2,18731.4,29912.0,29401.0,28906.0,28426.0,132566,137689,143019,148565
31 Chloe Street Tarneit VIC 3029,3029,House,4,2,2,0.6,$450,2907.3,28674.0,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
40 Riland Boulevard Tarneit VIC 3029,3029,House,4,2,2,1.8,$430,5620.2,31386.9,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
11 Watford Court Epping VIC 3076,3076,House,4,3,2,0.4,$520 per week pw,2098.1,22037.1,13064.0,12978.0,12892.0,12808.0,61576,64090,66707,69431
29 Lineham Drive Cranbourne East VIC 3977,3977,House,4,2,2,0.6,$500,4557.0,56114.5,151306.0,158304.0,165983.0,174412.0,430078,446475,463552,481340
38 Riland Boulevard Tarneit VIC 3029,3029,House,4,2,2,1.8,$430,5620.2,31386.9,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
12 Millard Street Bentleigh East VIC 3165,3165,House,4,2,4,0.3,$720 per week,4061.6,20414.9,16901.0,16891.0,16881.0,16871.0,68241,70810,73476,76242
25 Yallaroo Chase Werribee VIC 3030,3030,House,4,2,2,0.7,$430,3609.6,42143.5,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
4 Jennifer Court Mount Waverley VIC 3149,3149,House,4,2,2,0.7,$650,2135.5,21597.6,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739
33 Kandra Street Dandenong North VIC 3175,3175,House,4,2,2,0.5,$550,3543.5,34154.6,80706.0,78906.0,77174.0,75506.0,154868,159292,163846,168535
41 Tribeca Drive Point Cook VIC 3030,3030,House,4,3,2,0.7,$430 per week,4945.7,27235.6,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
74 Viola Drive Rockbank VIC 3335,3335,House,4,2,2,0.5,$410 pw,1682.7,36286.5,25168.0,27775.0,30981.0,34979.0,134418,141788,149641,158013
17A Julis Street Bentleigh East VIC 3165,3165,House,4,2,2,0.4,$952 per week,1812.0,19767.0,16901.0,16891.0,16881.0,16871.0,68241,70810,73476,76242
7 Carnaby Close Hoppers Crossing VIC 3029,3029,House,4,2,6,0.7,$440.00 per week,4818.6,32496.1,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
22 Rochester Crescent Eynesbury VIC 3338,3338,House,4,2,2,8.5,$450 per week,12414.8,52594.9,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444
83 Normanby Boulevard Deanside VIC 3336,3336,Townhouse,4,2,1,2.1,$400,7764.6,33853.7,4415.0,5931.0,7968.0,10704.0,72222,77809,83828,90313
1/5 Stratheden Court Sydenham VIC 3037,3037,Townhouse,4,2,2,1.0,$465,1455.6,25852.6,58516.0,57620.0,56783.0,56003.0,302740,312793,323190,333945
1/26 Houston Street Epping VIC 3076,3076,Townhouse,4,2,2,0.4,$500.00,978.0,20597.2,13064.0,12978.0,12892.0,12808.0,61576,64090,66707,69431
20 Bickley Street Melton West VIC 3337,3337,House,4,2,2,2.1,$400,6997.5,48267.9,41376.0,41070.0,40771.0,40479.0,114393,117973,121667,125479
6 Bittern Street Melton VIC 3337,3337,House,4,2,2,0.6,$360 Per Week,3562.0,46371.2,41376.0,41070.0,40771.0,40479.0,114393,117973,121667,125479
15 Cerbera Bend Cranbourne North VIC 3977,3977,House,4,2,2,0.9,$550,6597.0,50785.4,151306.0,158304.0,165983.0,174412.0,430078,446475,463552,481340
171 Golf Links Road Berwick VIC 3806,3806,House,4,2,2,0.8,$500 per week,3954.2,46089.1,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664
417 Green Hill Road Eynesbury VIC 3338,3338,House,4,2,2,2.3,$420 per week,9817.9,49998.1,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444
269 Glenlyon Road Fitzroy North VIC 3068,3068,House,4,1,0,0.6,$850.00,1465.0,5430.2,23072.0,22374.0,21701.0,21052.0,161653,170026,178844,188130
421 Green Hill Road Eynesbury VIC 3338,3338,House,4,2,2,2.3,$410 per week,9817.9,49998.1,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444
7 Timmins Court Mill Park VIC 3082,3082,House,4,2,4,0.4,$600,2987.3,22774.6,17550.0,17049.0,16562.0,16089.0,59853,61995,64214,66512
