name,postcode,property_type,bedrooms,bathrooms,parking,schools,cost_text,train_station(m),CBD(m),population2022,population2023,population2024,population2025,income2022,income2023,income2024,income2025
401/52 Nott Street Port Melbourne VIC 3207,3207,Apartment / Unit / Flat,2,1,1,0.5,$570 per week,4399.5,5402.3,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021
903/93 Dow Street Port Melbourne VIC 3207,3207,Apartment / Unit / Flat,2,2,1,0.6,$700 per week,4234.1,5237.0,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021
304/2-6 Duckett Street Brunswick VIC 3056,3056,Apartment / Unit / Flat,2,1,1,1.0,$475 weekly,331.8,5858.3,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
113/392 St Georges Road Fitzroy North VIC 3068,3068,Apartment / Unit / Flat,1,1,1,0.2,$450,608.5,5198.9,23072.0,22374.0,21701.0,21052.0,161653,170026,178844,188130
5 Washington Drive Oakleigh South VIC 3167,3167,House,4,2,2,1.1,$650,4464.8,22419.8,5220.0,5163.0,5106.0,5049.0,57807,59201,60629,62091
6/8-10 Lincoln Road Essendon VIC 3040,3040,Townhouse,4,2,2,1.1,$825 weekly,900.8,8931.0,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638
1105/162 Albert Street East Melbourne VIC 3002,3002,Apartment / Unit / Flat,2,1,1,0.9,$450 per week,1006.5,2416.4,5563.0,5334.0,5113.0,4902.0,76940,79784,82733,85791
12/30 James Street Windsor VIC 3181,3181,Apartment / Unit / Flat,1,1,1,0.2,270,546.6,6945.2,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504
3/47 Wellington Street Geelong West VIC 3218,3218,Apartment / Unit / Flat,2,1,1,0.2,$340.00,1846.2,76529.3,19644.0,19858.0,20074.0,20294.0,132079,138025,144254,150781
10/10 Larbert Road Noble Park VIC 3174,3174,Apartment / Unit / Flat,1,1,1,0.7,$240,1454.4,31703.7,31243.0,30047.0,28899.0,27798.0,96270,98881,101565,104325
208/34 Union Street Brunswick VIC 3056,3056,Apartment / Unit / Flat,2,1,1,0.3,$470.00,185.1,4734.0,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
1A Ogilvie St Essendon VIC 3040,3040,House,3,1,1,0.5,$550 weekly,2253.0,10513.9,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638
1/29 Arthur Street Coburg North VIC 3058,3058,Townhouse,3,2,2,0.8,$460 per week,3471.4,10925.8,37334.0,36772.0,36219.0,35674.0,132414,138563,144998,151732
22L/378-390 St Georges Road Fitzroy North VIC 3068,3068,Apartment / Unit / Flat,2,2,1,0.2,$570,635.7,5171.7,23072.0,22374.0,21701.0,21052.0,161653,170026,178844,188130
15/10 Davies Street Brunswick VIC 3056,3056,Townhouse,2,2,1,0.2,$620.00,516.3,6596.0,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
4/360 Carlisle Street Balaclava VIC 3183,3183,Apartment / Unit / Flat,2,1,1,0.8,$625 pw,733.8,8354.2,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
111L/378-390 St Georges Road Fitzroy North VIC 3068,3068,Apartment / Unit / Flat,1,1,1,0.2,$450,635.7,5171.7,23072.0,22374.0,21701.0,21052.0,161653,170026,178844,188130
3/4 Stillman Street Richmond VIC 3121,3121,House,3,2,1,0.5,THE DEAL: $875 PER WEEK,1086.3,5217.4,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
7 Larnook Street Prahran VIC 3181,3181,House,3,1,0,1.0,$920.00,1359.5,8326.2,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504
1703/89-103 Gladstone Street South Melbourne VIC 3205,3205,Apartment / Unit / Flat,1,1,0,0.3,$445 Per Week,2438.3,3441.1,3182.0,3085.0,2990.0,2899.0,70585,72357,74173,76035
15A The Avenue Windsor VIC 3181,3181,House,2,2,2,0.2,THE DEAL: $850 PER WEEK,1425.0,7176.6,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504
7/21 Dawson Avenue Brighton VIC 3186,3186,Apartment / Unit / Flat,2,1,1,0.9,THE DEAL: $650 PER WEEK,2087.1,10456.1,23358.0,22572.0,21812.0,21078.0,69402,71772,74223,76758
880 Swanston Street Carlton VIC 3053,3053,House,4,1,0,0.4,"THE DEAL: $1,200 PER WEEK",1929.8,2223.4,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118
108/326-328 Burwood Highway Burwood VIC 3125,3125,Apartment / Unit / Flat,2,1,1,1.5,$500.00,3437.4,16909.9,22482.0,21795.0,21129.0,20484.0,102314,103847,105411,107006
34 Donald St Highett VIC 3190,3190,House,3,1,1,0.8,$650.00,595.7,20957.3,12487.0,12441.0,12394.0,12348.0,78303,82506,86935,91602
1/118 Brighton Street Richmond VIC 3121,3121,Townhouse,2,1,1,0.2,$700 per week,872.6,5062.3,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
1/128 Moriah Street Clayton VIC 3168,3168,Townhouse,3,2,2,1.5,$530.00 per week,1354.9,26216.5,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667
2/33 Frank Avenue Clayton VIC 3168,3168,Townhouse,4,2,6,1.1,$550,1068.7,24808.7,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667
1/26 Adrian Street Chadstone VIC 3148,3148,House,3,1,1,0.7,$450,2210.2,19260.8,37903.0,37069.0,36254.0,35458.0,168631,171095,173600,176148
78 Palmerston Crescent South Melbourne VIC 3205,3205,House,2,2,0,0.8,$790.00,2340.5,3534.7,3182.0,3085.0,2990.0,2899.0,70585,72357,74173,76035
9/63 Millswyn Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,2,1,1,0.8,$495 per week,1371.4,3888.6,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
2/2 Smith Street Richmond VIC 3121,3121,Apartment / Unit / Flat,1,1,1,0.2,$300 per week,489.4,3151.0,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
1304e/9 Robert Street Collingwood VIC 3066,3066,Apartment / Unit / Flat,1,1,1,0.3,$450.00,1141.5,3079.1,11091.0,10881.0,10675.0,10473.0,77145,81693,86509,91609
54 Kemp Avenue Mount Waverley VIC 3149,3149,House,2,1,1,0.7,$435 per week,1257.8,21428.4,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739
39A Wattle Grove Mulgrave VIC 3170,3170,Townhouse,4,3,2,1.1,$620.00,2527.9,26760.8,20229.0,19770.0,19321.0,18882.0,56956,58003,59069,60155
19 Tivoli Road South Yarra VIC 3141,3141,House,2,1,0,1.0,$530.00,693.4,5609.8,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
11 Evans Street Chadstone VIC 3148,3148,House,3,2,2,1.4,$590.00,1643.5,17428.8,37903.0,37069.0,36254.0,35458.0,168631,171095,173600,176148
2 Anchor Place Prahran VIC 3181,3181,House,3,2,1,0.3,$1100 per week,781.3,6818.7,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504
616/14 David Street Richmond VIC 3121,3121,Apartment / Unit / Flat,2,1,1,0.4,$550 Per Week,1883.4,5112.0,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
4/7 Vale Street Pascoe Vale VIC 3044,3044,Apartment / Unit / Flat,2,1,1,1.3,$375.00,883.2,11230.7,20221.0,19813.0,19414.0,19024.0,145602,152717,160181,168011
11/8 Lamin Lane Toorak VIC 3142,3142,Apartment / Unit / Flat,1,1,1,0.4,$465 Per Week,1194.9,6670.5,19980.0,19356.0,18754.0,18172.0,145927,152076,158484,165162
2/94 Buckingham Street Richmond VIC 3121,3121,House,2,1,1,0.3,$600 per week,1629.1,4269.2,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
510/42 Porter Street Prahran VIC 3181,3181,Apartment / Unit / Flat,1,1,0,0.4,$260 per week,909.2,6027.1,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504
7/237 Balaclava Road Caulfield North VIC 3161,3161,Townhouse,3,2,2,0.5,$675 per week,1495.7,10883.9,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780
5/9 Marlton Crescent St Kilda VIC 3182,3182,Apartment / Unit / Flat,2,1,0,0.6,$500 weekly,1364.3,6560.6,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
2/44 Rosstown Road Carnegie VIC 3163,3163,Apartment / Unit / Flat,3,1,1,0.6,$545.00,664.4,14652.1,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
39 Comer Street Brighton East VIC 3187,3187,House,4,2,2,0.9,$950.00,2669.5,17280.5,20864.0,20462.0,20067.0,19680.0,133966,138676,143557,148615
40 Atkinson Street Chadstone VIC 3148,3148,House,3,1,3,1.0,$450.00,1990.6,17775.9,37903.0,37069.0,36254.0,35458.0,168631,171095,173600,176148
902/133 Russell St Melbourne VIC 3004,3004,Apartment / Unit / Flat,1,1,0,1.3,$650.00,559.1,891.7,8538.0,8166.0,7812.0,7473.0,82000,78618,76292,74826
2c/21 The Esplanade St Kilda VIC 3182,3182,Studio,1,1,1,0.9,$395,1733.7,8043.8,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
Unit 13P/189 Powlett St East Melbourne VIC 3002,3002,Apartment / Unit / Flat,2,2,1,0.9,$585 per week,926.3,2532.4,5563.0,5334.0,5113.0,4902.0,76940,79784,82733,85791
12/7 Raglan Street St Kilda East VIC 3183,3183,Apartment / Unit / Flat,1,1,0,0.7,$290 per week,1062.5,7284.0,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
27 Fellows Street Weir Views VIC 3338,3338,House,4,2,2,1.5,$400 per week ($1738 pcm),2819.7,48194.6,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444
805/288 Albert Street Brunswick VIC 3056,3056,Apartment / Unit / Flat,2,1,1,0.4,$450.00,546.3,5187.8,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
7/717 Toorak Road Kooyong VIC 3144,3144,Apartment / Unit / Flat,3,2,2,1.0,"$1,100.00",854.2,9840.4,6080.0,5849.0,5627.0,5413.0,69198,71082,73017,75005
6 Emerald Street South Melbourne VIC 3205,3205,Townhouse,3,2,1,0.8,"$1,100.00",2650.1,3652.9,3182.0,3085.0,2990.0,2899.0,70585,72357,74173,76035
2003/7 Yarra Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,0,1.5,$425 per week,78.1,5132.8,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
2/48 Station Street Burwood VIC 3125,3125,Townhouse,4,2,2,0.7,"$690pw/$2,998pcm",2844.1,15207.8,22482.0,21795.0,21129.0,20484.0,102314,103847,105411,107006
89 Elizabeth Street Richmond VIC 3121,3121,House,2,1,0,0.3,$425 per week,514.0,3173.3,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
4/209 Domain Road South Yarra VIC 3141,3141,Apartment / Unit / Flat,2,1,1,0.8,$575 per week,1302.1,3810.0,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
7/213-219 Brunswick Road Brunswick VIC 3056,3056,Apartment / Unit / Flat,2,2,1,0.6,$600,638.0,4370.7,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
562 Waterdale Rd Heidelberg Heights VIC 3081,3081,House,2,1,4,1.2,$370 weekly,2702.2,14518.3,15024.0,14635.0,14257.0,13889.0,60057,62547,65140,67840
9 Harold Street Thornbury VIC 3071,3071,House,3,1,1,0.3,$905.00,348.9,8441.1,19944.0,19612.0,19286.0,18965.0,76383,81416,86781,92500
14A Geel Street Bentleigh VIC 3204,3204,Townhouse,4,2,2,0.9,"$1,350.00",1027.2,18731.4,29912.0,29401.0,28906.0,28426.0,132566,137689,143019,148565
1209/8 Pearl River Rd Docklands VIC 3008,3008,Apartment / Unit / Flat,1,1,0,2.6,$440,1697.9,2894.2,13913.0,13061.0,12261.0,11510.0,47373,46618,45875,45144
3510/442 Elizabeth St Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,1,0,1.0,$610,376.8,670.4,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
2/24 Tennyson Street Elwood VIC 3184,3184,Apartment / Unit / Flat,2,1,1,0.3,$400 weekly,1348.7,7772.7,15328.0,14698.0,14093.0,13513.0,71039,72528,74048,75600
8 Grey Street Coburg VIC 3058,3058,House,5,2,0,0.2,$630.00,2083.8,7048.8,37334.0,36772.0,36219.0,35674.0,132414,138563,144998,151732
315/188 Peel Street North Melbourne VIC 3051,3051,Apartment / Unit / Flat,1,1,0,0.7,$310 per week (Furnished),1054.7,1386.4,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172
1/17 Sebastopol Street Caulfield North VIC 3161,3161,Apartment / Unit / Flat,2,2,2,0.2,$650 pw,1614.2,10088.6,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780
16/667 Glenhuntly Road Caulfield VIC 3162,3162,Apartment / Unit / Flat,2,1,1,0.3,$470 per week,1486.2,11885.4,10845.0,10545.0,10254.0,9970.0,135790,141016,146454,152113
2/11 Mernda Road Kooyong VIC 3144,3144,Apartment / Unit / Flat,3,1,0,1.0,$550 Per Week,532.4,10135.6,6080.0,5849.0,5627.0,5413.0,69198,71082,73017,75005
205/44 Barkly Street St Kilda VIC 3182,3182,Studio,1,1,1,1.2,$260 per week,1440.4,6199.0,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
9/4 Davidson Street South Yarra VIC 3141,3141,House,2,1,2,1.0,$525 per week,1322.9,4469.5,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
4/14 Narong Road Caulfield North VIC 3161,3161,Apartment / Unit / Flat,2,1,2,0.5,$570 per week,1009.2,10041.3,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780
48 Craig Hill Drive Wheelers Hill VIC 3150,3150,House,4,2,2,1.2,"$615pw/$2,672cm",7261.1,28592.6,41102.0,39982.0,38898.0,37848.0,115823,119374,123056,126874
86 Hutton Street Thornbury VIC 3071,3071,House,3,1,1,0.6,$595.00,904.0,8189.2,19944.0,19612.0,19286.0,18965.0,76383,81416,86781,92500
4/60 Eskdale Road Caulfield North VIC 3161,3161,Apartment / Unit / Flat,3,1,0,0.9,$550.00,1474.5,11651.5,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780
3/459 Glenferrie Road Kooyong VIC 3144,3144,Apartment / Unit / Flat,2,1,1,1.2,$660.00,226.0,8832.1,6080.0,5849.0,5627.0,5413.0,69198,71082,73017,75005
13/160 Coppin Street Richmond VIC 3121,3121,Apartment / Unit / Flat,1,1,1,0.7,$330 per week,926.9,4896.3,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
41 Chadstone Road Malvern East VIC 3145,3145,House,5,2,3,0.4,"$950pw/$4,128pcm",1358.2,17409.0,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307
36 McDougall Street Geelong West VIC 3218,3218,House,2,1,1,0.6,$460.00,3015.2,75934.4,19644.0,19858.0,20074.0,20294.0,132079,138025,144254,150781
1807/2 Claremont Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,2,1,1,1.4,$630.00,114.3,5144.0,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
5/16 Princes Street Abbotsford VIC 3067,3067,Townhouse,3,1,2,0.1,$850 per week,881.3,3791.2,9872.0,9647.0,9427.0,9212.0,70584,72934,75362,77871
8/7-9 Bell Street Coburg VIC 3058,3058,Apartment / Unit / Flat,2,2,1,0.5,$420.00,1432.6,8592.2,37334.0,36772.0,36219.0,35674.0,132414,138563,144998,151732
18e/481 St Kilda Road Melbourne VIC 3004,3004,Apartment / Unit / Flat,3,3,2,0.6,$2800 Per Week,1587.6,4748.9,8538.0,8166.0,7812.0,7473.0,82000,78618,76292,74826
93 Chomley Street Prahran VIC 3181,3181,House,2,1,0,0.9,$670.00,1500.0,8072.3,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504
10/11 Irving Avenue Prahran VIC 3181,3181,Apartment / Unit / Flat,2,1,1,1.0,$540 per week,1649.4,8767.6,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504
1/11 Woorigoleen Road Toorak VIC 3142,3142,Apartment / Unit / Flat,3,2,1,0.7,$750 per week,1244.6,7226.8,19980.0,19356.0,18754.0,18172.0,145927,152076,158484,165162
1/8 Murphy Street Richmond VIC 3121,3121,Apartment / Unit / Flat,2,1,1,0.2,$450,1910.3,4632.0,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
1102/6 Joseph Road Footscray VIC 3011,3011,Apartment / Unit / Flat,2,2,1,1.1,$550 per week,775.6,6473.9,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059
105/88 Cambridge Street Collingwood VIC 3066,3066,Apartment / Unit / Flat,1,1,1,0.2,$500 per week,1234.3,2650.3,11091.0,10881.0,10675.0,10473.0,77145,81693,86509,91609
512/803 Dandenong Road Malvern East VIC 3145,3145,Apartment / Unit / Flat,2,1,1,0.3,$500 per week,587.1,12351.6,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307
6d/9 Beach Street Port Melbourne VIC 3207,3207,Apartment / Unit / Flat,2,2,1,0.6,$650 weekly,4555.9,5558.7,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021
2401/14-16 The Esplanade St Kilda VIC 3182,3182,Apartment / Unit / Flat,3,2,2,0.8,"$2,800",1923.6,7936.4,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
3/40 Northcote Avenue Caulfield North VIC 3161,3161,Apartment / Unit / Flat,3,1,1,0.9,$520 per week,1935.5,12169.3,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780
5/556 Dandenong Rd Caulfield North VIC 3161,3161,Apartment / Unit / Flat,2,1,1,0.9,$460 weekly,641.7,10855.0,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780
3/102 Truganini Road Carnegie VIC 3163,3163,Apartment / Unit / Flat,2,1,0,0.3,$375.00,1304.3,15418.1,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
1/10 Roseberry Grove Glen Huntly VIC 3163,3163,Apartment / Unit / Flat,3,1,1,0.3,$375 per week,404.4,13552.7,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
2705/14-16 The Esplanade St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,0.8,"$1,300",1923.6,7936.4,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
10/110 Caroline Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,2,1,0,0.9,$475 per week,1009.9,4392.8,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
613B/455 Glen Huntly Road Elsternwick VIC 3185,3185,Apartment / Unit / Flat,1,1,1,1.1,$470 per week,573.0,10973.0,10462.0,10074.0,9702.0,9343.0,143250,150160,157403,164996
102/9 Bligh Place Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,1,1,1.8,$585,1341.9,1168.6,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
89 Marshall Street Ivanhoe VIC 3079,3079,House,2,1,2,0.5,$490.00,464.6,14112.0,16364.0,16050.0,15742.0,15441.0,144358,149592,155016,160637
607/7 Claremont Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,2,2,1,1.5,$600,619.7,5525.4,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
46B Wingate Street Bentleigh East VIC 3165,3165,Townhouse,4,2,2,0.6,$810,2526.7,21326.2,16901.0,16891.0,16881.0,16871.0,68241,70810,73476,76242
9/20 Kooyong Road Caulfield North VIC 3161,3161,Apartment / Unit / Flat,2,1,2,0.9,$550 per week,891.7,9956.1,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780
24 Euston Road Hughesdale VIC 3166,3166,House,4,2,3,0.8,$550,356.9,18309.8,26711.0,26267.0,25833.0,25407.0,120758,124077,127489,130996
17/3 Seisman Place Port Melbourne VIC 3207,3207,Apartment / Unit / Flat,2,1,1,0.4,$600 per week,4017.9,5020.7,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021
1/307-309 Bay Road Cheltenham VIC 3192,3192,Townhouse,2,1,2,1.2,$530.00,1322.0,21580.8,25021.0,24778.0,24537.0,24299.0,72374,76072,79959,84045
234 Tucker Road McKinnon VIC 3204,3204,House,3,1,2,0.3,$625 per week,1399.6,17729.1,29912.0,29401.0,28906.0,28426.0,132566,137689,143019,148565
205/20 Garden Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,2,1,1,1.0,$450 per week,866.9,5783.2,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
107 Lyons Street Port Melbourne VIC 3207,3207,Townhouse,1,1,1,0.3,$670.00,3464.3,4467.1,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021
101/439 Bay Street Brighton VIC 3186,3186,Apartment / Unit / Flat,2,2,1,0.8,$540 per week,620.7,14397.0,23358.0,22572.0,21812.0,21078.0,69402,71772,74223,76758
26 Thomas Street South Windsor VIC 3181,3181,House,3,1,1,0.2,$750.00,516.2,6247.8,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504
7/1204 Glen Huntly Road Glen Huntly VIC 3163,3163,Apartment / Unit / Flat,2,1,1,0.5,$495 per week,170.3,14284.1,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
4/13 Lillimur Road Ormond VIC 3204,3204,Apartment / Unit / Flat,2,1,1,1.1,$520,224.0,15650.7,29912.0,29401.0,28906.0,28426.0,132566,137689,143019,148565
Unit 101/170 Albert St East Melbourne VIC 3002,3002,Apartment / Unit / Flat,1,1,1,0.9,$420 per week,1201.2,2346.4,5563.0,5334.0,5113.0,4902.0,76940,79784,82733,85791
103/51 Ormond Esplanade Elwood VIC 3184,3184,Apartment / Unit / Flat,1,1,1,0.5,$550 Per Week,2367.9,9339.3,15328.0,14698.0,14093.0,13513.0,71039,72528,74048,75600
1/7 Tiernan Street Preston VIC 3072,3072,Townhouse,2,2,1,0.4,$520 per week,2199.1,10564.6,36088.0,35511.0,34945.0,34389.0,130429,136500,142854,149505
49 Savoy Grove Cranbourne North VIC 3977,3977,Townhouse,3,2,2,0.7,$540 per week,2424.7,46879.9,151306.0,158304.0,165983.0,174412.0,430078,446475,463552,481340
511/5 Olive York Way Brunswick West VIC 3055,3055,Apartment / Unit / Flat,2,1,1,0.4,$440 per week,3027.8,8194.4,26235.0,25552.0,24889.0,24246.0,141250,149574,158392,167734
126 Darling Road Malvern East VIC 3145,3145,House,2,1,1,0.4,$600 per week,615.9,13450.5,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307
4/82 Trenerry Crescent Abbotsford VIC 3067,3067,Townhouse,2,1,1,0.9,$625 Per Week,1470.3,4994.8,9872.0,9647.0,9427.0,9212.0,70584,72934,75362,77871
502/21 Plenty Road Bundoora VIC 3083,3083,Apartment / Unit / Flat,1,1,1,1.1,$330 per week,4163.4,17271.6,13779.0,13390.0,13013.0,12647.0,101467,104771,108188,111721
7/56 Kooyong Road Caulfield North VIC 3161,3161,Apartment / Unit / Flat,2,1,1,0.5,$500.00 Per Week,1383.7,9735.4,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780
3/13 State Street Oakleigh East VIC 3166,3166,Townhouse,3,2,2,0.0,$585,3289.8,19992.6,26711.0,26267.0,25833.0,25407.0,120758,124077,127489,130996
6/89 Seymour Road Elsternwick VIC 3185,3185,Apartment / Unit / Flat,2,1,1,0.9,$425.00,1894.8,11240.5,10462.0,10074.0,9702.0,9343.0,143250,150160,157403,164996
221/378-390 Saint Georges Road Fitzroy North VIC 3068,3068,Apartment / Unit / Flat,2,2,1,0.2,$630 per week,635.7,5171.7,23072.0,22374.0,21701.0,21052.0,161653,170026,178844,188130
3606/45 Clarke Street Southbank VIC 3006,3006,Apartment / Unit / Flat,2,2,0,0.6,$650,1854.4,2815.2,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480
715/5 Olive York Way Brunswick West VIC 3055,3055,House,2,1,1,0.4,$430 per week,3027.8,8194.4,26235.0,25552.0,24889.0,24246.0,141250,149574,158392,167734
414/77 River Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,1,0.8,$420 per week,760.4,5676.7,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
15/18 Princes Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,2,1,1,0.3,$495 Per Week,1654.6,6227.9,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
11 Larman Street Bentleigh East VIC 3165,3165,House,4,1,1,0.7,$510,2474.6,19656.4,16901.0,16891.0,16881.0,16871.0,68241,70810,73476,76242
20 Heany Street Mount Waverley VIC 3149,3149,House,3,1,4,0.5,$480,2117.0,19190.0,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739
1/21 Logie Street Oakleigh VIC 3166,3166,Apartment / Unit / Flat,4,2,4,0.3,$750,1543.1,18118.1,26711.0,26267.0,25833.0,25407.0,120758,124077,127489,130996
48 Austin Street Hughesdale VIC 3166,3166,Townhouse,3,2,1,0.3,$650,1867.5,19822.5,26711.0,26267.0,25833.0,25407.0,120758,124077,127489,130996
12A Palmer Street Oakleigh VIC 3166,3166,House,2,1,1,0.4,$495,1100.5,18056.5,26711.0,26267.0,25833.0,25407.0,120758,124077,127489,130996
2106/260 City Rd Southbank VIC 3006,3006,Apartment / Unit / Flat,2,2,0,0.6,$795,1844.3,2198.9,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480
10 Evans Street Chadstone VIC 3148,3148,House,3,2,5,1.4,$420,1645.6,17430.9,37903.0,37069.0,36254.0,35458.0,168631,171095,173600,176148
Brighton VIC 3186,3186,Apartment / Unit / Flat,2,2,2,0.8,Fine Furnished Residences @ Westprecinct,391.9,12092.8,23358.0,22572.0,21812.0,21078.0,69402,71772,74223,76758
494 Abbotsford Street North Melbourne VIC 3051,3051,House,4,2,0,0.5,"THE DEAL: $1,295 PER WEEK",1205.0,3188.7,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172
